Nama_Lokasi,Jam_Login,Nama,Email,No_Telp,Tahun_Lahir,Merek_HP,Digital_Interest,Location_Type,Usia,Jam_Login_Rounded
Grand Metropolitan Mall,20:08,Bakti,Bakti@google.com,8082447196,2002-05-31,apple,cooking,Free,21.0,20
Stuja Coffee,22:33,Chandra,Chandra@google.com,8836290334,1999-02-18,apple,art,Social,24.0,23
SMA N 28 Jakarta,11:26,Jayadi,Jayadi@google.com,8881628664,2006-07-12,xiaomi,games,Goes to School,16.0,11
SMA N 27 Jakarta,03:51,Genta,Genta@google.com,8725558784,1994-02-09,samsung,art,Goes to School,29.0,4
Tang City Mall,00:27,Budi,Budi@google.com,8140094756,1972-12-21,oppo,art,Free,50.0,0
Tang City Mall,15:55,Tasnim,Tasnim@google.com,8644682115,1988-11-15,vivo,entertainment,Free,34.0,16
Grand Metropolitan Mall,12:26,Imam,Imam@google.com,8339794100,2005-10-26,xiaomi,music,Free,17.0,12
SMA N 27 Jakarta,16:02,Elma,Elma@google.com,8528050536,1977-01-07,apple,games,Goes to School,46.0,16
Tang City Mall,01:48,Luwes,Luwes@google.com,8956556787,1982-12-26,xiaomi,beauty,Free,40.0,2
Jogja City Mall,04:34,Digdaya,Digdaya@google.com,8611547176,2000-01-12,oppo,art,Free,23.0,5
SMA N 47 Jakarta,17:02,Lamar,Lamar@google.com,8304309220,1992-06-08,oppo,games,Goes to School,31.0,17
Grand Metropolitan Mall,12:14,Talia,Talia@google.com,8132661180,2000-11-09,samsung,art,Free,22.0,12
Coffee Toffee,07:12,Wahyu,Wahyu@google.com,8290604829,1987-12-16,xiaomi,art,Social,35.0,7
SMA N 27 Jakarta,15:04,Erik,Erik@google.com,8193524592,1983-05-03,xiaomi,beauty,Goes to School,40.0,15
Foresthree Coffee,12:40,Kalim,Kalim@google.com,8138004338,1962-08-17,xiaomi,beauty,Social,60.0,13
SMA N 28 Jakarta,08:07,Warta,Warta@google.com,8028805043,1977-02-16,apple,music,Goes to School,46.0,8
SMA N 28 Jakarta,02:09,Nugraha,Nugraha@google.com,8267475317,1975-01-09,samsung,games,Goes to School,48.0,2
Stuja Coffee,20:38,Mulyono,Mulyono@google.com,8500464798,1994-02-25,oppo,beauty,Social,29.0,21
Grand Metropolitan Mall,13:42,Kuncara,Kuncara@google.com,8044223707,1981-06-17,vivo,cooking,Free,42.0,14
SMA N 47 Jakarta,22:24,Vivi,Vivi@google.com,8798483879,1978-02-03,vivo,tech,Goes to School,45.0,22
Foresthree Coffee,18:32,Harjaya,Harjaya@google.com,8416144776,1967-01-10,samsung,art,Social,56.0,19
SMA N 27 Jakarta,04:14,Wardi,Wardi@google.com,8488781225,1998-10-01,xiaomi,games,Goes to School,24.0,4
Coffee Toffee,02:51,Harjasa,Harjasa@google.com,8389995679,1962-06-27,xiaomi,beauty,Social,60.0,3
Tang City Mall,07:59,Ivan,Ivan@google.com,8885136258,2006-02-27,oppo,beauty,Free,17.0,8
Stuja Coffee,23:38,Kenes,Kenes@google.com,8033824556,1997-12-30,apple,tech,Social,25.0,0
Foresthree Coffee,14:19,Jais,Jais@google.com,8624388627,1997-07-01,xiaomi,games,Social,25.0,14
Tang City Mall,00:48,Aswani,Aswani@google.com,8314632332,1978-10-25,xiaomi,tech,Free,44.0,1
SMA N 47 Jakarta,23:07,Yessi,Yessi@google.com,8307196594,1963-09-26,xiaomi,tech,Goes to School,59.0,23
Foresthree Coffee,19:03,Adhiarja,Adhiarja@google.com,8722924428,1999-01-15,vivo,games,Social,24.0,19
Coffee Toffee,19:12,Kanda,Kanda@google.com,8776298417,1989-01-20,vivo,music,Social,34.0,19
SMA N 28 Jakarta,11:56,Irma,Irma@google.com,8866700369,1967-01-29,xiaomi,tech,Goes to School,56.0,12
SMA N 28 Jakarta,00:52,Hasta,Hasta@google.com,8784459906,1977-01-22,vivo,tech,Goes to School,46.0,1
Tang City Mall,22:47,Warji,Warji@google.com,8115187307,1979-09-18,samsung,music,Free,43.0,23
Stuja Coffee,02:07,Adinata,Adinata@google.com,8497878139,1984-10-19,vivo,music,Social,38.0,2
Foresthree Coffee,19:02,Gambira,Gambira@google.com,8773400752,1993-03-09,apple,sport,Social,30.0,19
Jogja City Mall,10:39,Kenari,Kenari@google.com,8575192469,1995-08-06,apple,beauty,Free,27.0,11
Coffee Toffee,00:50,Olivia,Olivia@google.com,8048959668,1978-10-06,apple,games,Social,44.0,1
SMA N 47 Jakarta,03:45,Danuja,Danuja@google.com,8990669119,1984-02-25,xiaomi,sport,Goes to School,39.0,4
Grand Metropolitan Mall,18:25,Kusuma,Kusuma@google.com,8644119146,1978-05-23,oppo,tech,Free,45.0,18
Grand Metropolitan Mall,15:45,Hana,Hana@google.com,8746664015,1970-07-26,samsung,science,Free,52.0,16
SMA N 28 Jakarta,09:49,Prabowo,Prabowo@google.com,8291626024,1997-01-11,oppo,sport,Goes to School,26.0,10
Tang City Mall,11:05,Taswir,Taswir@google.com,8495094981,1968-01-06,xiaomi,art,Free,55.0,11
Stuja Coffee,07:53,Maida,Maida@google.com,8927521107,1981-05-20,samsung,beauty,Social,42.0,8
SMA N 27 Jakarta,05:18,Akarsana,Akarsana@google.com,8820379182,2007-10-19,vivo,cooking,Goes to School,15.0,5
SMA N 47 Jakarta,06:20,Viman,Viman@google.com,8752390419,1988-02-10,xiaomi,cooking,Goes to School,35.0,6
Foresthree Coffee,01:51,Yessi,Yessi@google.com,8332448773,1986-07-12,apple,sport,Social,36.0,2
Jogja City Mall,01:17,Soleh,Soleh@google.com,8644422061,2000-10-08,xiaomi,art,Free,22.0,1
Jogja City Mall,15:31,Kamila,Kamila@google.com,8483556326,1968-08-27,oppo,entertainment,Free,54.0,16
SMA N 47 Jakarta,09:10,Cakrabirawa,Cakrabirawa@google.com,8299417334,1994-05-28,samsung,beauty,Goes to School,29.0,9
Tang City Mall,10:58,Kiandra,Kiandra@google.com,8364577109,1989-10-15,vivo,science,Free,33.0,11
Tang City Mall,12:40,Sarah,Sarah@google.com,8973840605,1984-04-03,samsung,art,Free,39.0,13
SMA N 27 Jakarta,23:42,Jais,Jais@google.com,8426243619,1991-09-01,oppo,art,Goes to School,31.0,0
SMA N 47 Jakarta,12:19,Opung,Opung@google.com,8009442470,1972-08-27,samsung,games,Goes to School,50.0,12
Coffee Toffee,12:12,Eka,Eka@google.com,8238098007,1976-05-22,vivo,art,Social,47.0,12
Tang City Mall,18:13,Heryanto,Heryanto@google.com,8781352927,2000-03-26,oppo,games,Free,23.0,18
Tang City Mall,01:56,Irnanto,Irnanto@google.com,8397025388,1970-10-13,samsung,art,Free,52.0,2
Coffee Toffee,16:30,Reza,Reza@google.com,8799159097,1966-07-08,oppo,sport,Social,56.0,16
Tang City Mall,23:36,Limar,Limar@google.com,8710242914,2004-09-16,apple,art,Free,18.0,0
SMA N 28 Jakarta,17:54,Irnanto,Irnanto@google.com,8945887774,2003-11-04,vivo,games,Goes to School,19.0,18
Jogja City Mall,00:23,Oskar,Oskar@google.com,8462193064,1999-01-07,apple,beauty,Free,24.0,0
SMA N 27 Jakarta,07:40,Drajat,Drajat@google.com,8787370090,1982-09-16,vivo,tech,Goes to School,40.0,8
Foresthree Coffee,03:58,Victoria,Victoria@google.com,8320736479,1984-08-13,oppo,music,Social,38.0,4
Stuja Coffee,13:42,Gara,Gara@google.com,8235640437,1973-10-11,vivo,entertainment,Social,49.0,14
Jogja City Mall,19:44,Puji,Puji@google.com,8151644435,1969-01-05,apple,music,Free,54.0,20
Stuja Coffee,05:17,Kasiran,Kasiran@google.com,8301656606,2000-05-25,oppo,sport,Social,23.0,5
Jogja City Mall,13:19,Hendri,Hendri@google.com,8322533696,1996-07-21,vivo,cooking,Free,26.0,13
SMA N 47 Jakarta,06:32,Jindra,Jindra@google.com,8961095727,1969-05-06,xiaomi,cooking,Goes to School,54.0,7
Foresthree Coffee,16:33,Jaga,Jaga@google.com,8884528846,1963-06-10,apple,tech,Social,60.0,17
SMA N 27 Jakarta,09:18,Oni,Oni@google.com,8327697114,1970-08-03,xiaomi,science,Goes to School,52.0,9
Jogja City Mall,13:04,Kemba,Kemba@google.com,8583265453,1989-03-31,apple,entertainment,Free,34.0,13
Tang City Mall,14:32,Dadap,Dadap@google.com,8316423476,1997-09-13,xiaomi,tech,Free,25.0,15
SMA N 47 Jakarta,18:43,Catur,Catur@google.com,8539478351,1986-12-26,apple,art,Goes to School,36.0,19
Tang City Mall,10:02,Liman,Liman@google.com,8780913784,1993-05-31,vivo,sport,Free,30.0,10
Stuja Coffee,08:41,Galang,Galang@google.com,8543788192,1980-03-28,vivo,entertainment,Social,43.0,9
SMA N 28 Jakarta,05:53,Leo,Leo@google.com,8636032954,1995-05-06,oppo,games,Goes to School,28.0,6
Jogja City Mall,17:34,Fitria,Fitria@google.com,8214641824,1978-03-08,xiaomi,science,Free,45.0,18
Coffee Toffee,04:19,Gina,Gina@google.com,8366277482,1984-04-12,samsung,science,Social,39.0,4
Stuja Coffee,14:32,Unjani,Unjani@google.com,8869738446,2003-04-18,apple,tech,Social,20.0,15
SMA N 27 Jakarta,12:55,Gada,Gada@google.com,8330925304,1962-12-28,xiaomi,science,Goes to School,60.0,13
SMA N 47 Jakarta,08:36,Harimurti,Harimurti@google.com,8434830346,2003-03-25,oppo,cooking,Goes to School,20.0,9
Coffee Toffee,16:32,Warsita,Warsita@google.com,8080674277,1969-01-22,xiaomi,science,Social,54.0,17
SMA N 27 Jakarta,06:19,Utama,Utama@google.com,8437399159,1988-10-18,apple,beauty,Goes to School,34.0,6
SMA N 28 Jakarta,02:40,Gangsa,Gangsa@google.com,8346673424,1994-11-26,oppo,tech,Goes to School,28.0,3
Coffee Toffee,03:57,Kemal,Kemal@google.com,8218384556,1989-11-23,oppo,tech,Social,33.0,4
Grand Metropolitan Mall,17:56,Genta,Genta@google.com,8399753551,1984-11-27,oppo,science,Free,38.0,18
SMA N 28 Jakarta,07:52,Harsana,Harsana@google.com,8567982192,1983-08-09,vivo,tech,Goes to School,39.0,8
Tang City Mall,14:25,Dirja,Dirja@google.com,8149380570,2006-08-21,vivo,sport,Free,16.0,14
Grand Metropolitan Mall,09:51,Jessica,Jessica@google.com,8958707278,1973-01-14,xiaomi,games,Free,50.0,10
Jogja City Mall,04:01,Jail,Jail@google.com,8989999731,1984-04-07,xiaomi,sport,Free,39.0,4
SMA N 47 Jakarta,01:10,Harjasa,Harjasa@google.com,8906081160,1969-09-29,apple,beauty,Goes to School,53.0,1
Jogja City Mall,09:30,Ophelia,Ophelia@google.com,8280241817,1998-06-21,apple,tech,Free,24.0,10
SMA N 27 Jakarta,03:19,Naradi,Naradi@google.com,8433251995,1964-11-27,apple,entertainment,Goes to School,58.0,3
SMA N 28 Jakarta,13:20,Lurhur,Lurhur@google.com,8290382859,2000-03-17,apple,cooking,Goes to School,23.0,13
SMA N 27 Jakarta,14:54,Caturangga,Caturangga@google.com,8218922119,1997-01-08,oppo,entertainment,Goes to School,26.0,15
SMA N 47 Jakarta,12:19,Cawisono,Cawisono@google.com,8863632051,2004-03-26,samsung,beauty,Goes to School,19.0,12
Grand Metropolitan Mall,06:19,Maria,Maria@google.com,8121326661,1985-10-16,oppo,beauty,Free,37.0,6
Jogja City Mall,14:16,Taufik,Taufik@google.com,8670006572,2002-05-01,samsung,science,Free,21.0,14
Coffee Toffee,16:57,Kajen,Kajen@google.com,8265717179,1974-06-19,vivo,games,Social,49.0,17
Foresthree Coffee,03:48,Bajragin,Bajragin@google.com,8056007443,1969-05-25,samsung,beauty,Social,54.0,4
Tang City Mall,22:58,Kamidin,Kamidin@google.com,8140612939,1963-03-16,vivo,entertainment,Free,60.0,23
SMA N 28 Jakarta,01:42,Indah,Indah@google.com,8049382843,1971-06-03,xiaomi,art,Goes to School,52.0,2
Grand Metropolitan Mall,19:33,Mariadi,Mariadi@google.com,8463656002,1990-06-15,oppo,beauty,Free,33.0,20
SMA N 27 Jakarta,12:43,Bala,Bala@google.com,8315836528,1978-05-02,oppo,entertainment,Goes to School,45.0,13
Stuja Coffee,18:15,Galak,Galak@google.com,8138748734,1971-03-13,vivo,tech,Social,52.0,18
SMA N 28 Jakarta,00:24,Rafi,Rafi@google.com,8617206201,1996-03-20,apple,sport,Goes to School,27.0,0
SMA N 27 Jakarta,20:03,Labuh,Labuh@google.com,8976730539,1963-06-22,samsung,sport,Goes to School,60.0,20
Tang City Mall,10:31,Rahmat,Rahmat@google.com,8776856283,1990-11-22,samsung,cooking,Free,32.0,11
SMA N 27 Jakarta,04:08,Dodo,Dodo@google.com,8564877438,1986-10-04,oppo,art,Goes to School,36.0,4
SMA N 27 Jakarta,10:26,Najam,Najam@google.com,8158675096,2000-05-18,samsung,tech,Goes to School,23.0,10
SMA N 47 Jakarta,04:02,Hafshah,Hafshah@google.com,8636801174,2005-04-12,vivo,entertainment,Goes to School,18.0,4
Jogja City Mall,23:54,Jaka,Jaka@google.com,8011569382,1975-08-25,oppo,tech,Free,47.0,0
Jogja City Mall,10:25,Hamima,Hamima@google.com,8660777270,1994-07-05,oppo,cooking,Free,28.0,10
Jogja City Mall,08:57,Nasim,Nasim@google.com,8715663874,2000-06-12,oppo,sport,Free,23.0,9
SMA N 47 Jakarta,08:36,Vanesa,Vanesa@google.com,8275967537,1982-05-10,xiaomi,music,Goes to School,41.0,9
Tang City Mall,02:33,Rama,Rama@google.com,8250522236,1966-01-22,oppo,cooking,Free,57.0,3
SMA N 47 Jakarta,01:38,Respati,Respati@google.com,8406282687,1979-11-26,xiaomi,art,Goes to School,43.0,2
Foresthree Coffee,02:25,Nadine,Nadine@google.com,8642798595,1965-02-06,xiaomi,cooking,Social,58.0,2
Stuja Coffee,00:59,Rahman,Rahman@google.com,8876932286,1997-10-01,samsung,science,Social,25.0,1
Coffee Toffee,05:23,Darman,Darman@google.com,8253179527,1990-02-25,xiaomi,beauty,Social,33.0,5
SMA N 27 Jakarta,15:00,Hasta,Hasta@google.com,8289057958,1970-05-20,oppo,sport,Goes to School,53.0,15
Coffee Toffee,18:10,Oni,Oni@google.com,8934583298,1962-06-24,samsung,beauty,Social,61.0,18
Tang City Mall,13:49,Anita,Anita@google.com,8049469281,1985-01-16,vivo,games,Free,38.0,14
Tang City Mall,16:42,Bakiadi,Bakiadi@google.com,8409118999,1986-12-24,samsung,music,Free,36.0,17
Jogja City Mall,23:02,Melinda,Melinda@google.com,8745090763,1989-05-09,xiaomi,games,Free,34.0,23
SMA N 27 Jakarta,09:54,Bagya,Bagya@google.com,8920409985,1988-01-13,xiaomi,tech,Goes to School,35.0,10
Foresthree Coffee,10:05,Rosman,Rosman@google.com,8288073189,1967-04-11,apple,sport,Social,56.0,10
Tang City Mall,16:40,Lega,Lega@google.com,8832331031,1972-08-21,vivo,music,Free,50.0,17
Jogja City Mall,01:07,Prayoga,Prayoga@google.com,8268615036,1994-05-19,samsung,beauty,Free,29.0,1
SMA N 28 Jakarta,23:56,Daliman,Daliman@google.com,8939109525,2002-03-09,xiaomi,games,Goes to School,21.0,0
Foresthree Coffee,08:21,Aurora,Aurora@google.com,8335319144,1974-06-10,vivo,beauty,Social,49.0,8
SMA N 27 Jakarta,22:43,Dinda,Dinda@google.com,8157201496,1964-04-17,samsung,games,Goes to School,59.0,23
Tang City Mall,14:47,Cahyadi,Cahyadi@google.com,8899632762,1968-07-20,vivo,science,Free,54.0,15
Jogja City Mall,07:10,Lukita,Lukita@google.com,8777178480,1996-11-13,apple,cooking,Free,26.0,7
SMA N 28 Jakarta,21:49,Warsita,Warsita@google.com,8133505673,1975-09-24,xiaomi,art,Goes to School,47.0,22
Foresthree Coffee,22:40,Ade,Ade@google.com,8750416379,2006-04-11,xiaomi,tech,Social,17.0,23
SMA N 27 Jakarta,16:13,Cemeti,Cemeti@google.com,8541769122,1988-01-13,oppo,music,Goes to School,35.0,16
Tang City Mall,02:26,Dacin,Dacin@google.com,8559991543,1966-03-02,xiaomi,entertainment,Free,57.0,2
Grand Metropolitan Mall,15:32,Suci,Suci@google.com,8537789428,1986-12-29,oppo,tech,Free,36.0,16
Stuja Coffee,07:41,Lidya,Lidya@google.com,8134226913,1998-11-17,xiaomi,beauty,Social,24.0,8
SMA N 27 Jakarta,20:42,Raihan,Raihan@google.com,8710573097,1979-09-18,oppo,games,Goes to School,43.0,21
Coffee Toffee,13:19,Zizi,Zizi@google.com,8269832856,1988-08-10,vivo,music,Social,34.0,13
Tang City Mall,07:40,Prayogo,Prayogo@google.com,8559657326,2001-06-08,xiaomi,tech,Free,22.0,8
Foresthree Coffee,14:38,Daruna,Daruna@google.com,8467926084,2001-08-13,xiaomi,beauty,Social,21.0,15
SMA N 47 Jakarta,07:34,Kajen,Kajen@google.com,8862845127,1992-06-16,samsung,music,Goes to School,31.0,8
Tang City Mall,20:51,Amelia,Amelia@google.com,8896838805,1971-06-18,apple,art,Free,52.0,21
Tang City Mall,16:23,Jamal,Jamal@google.com,8146039845,1970-12-22,apple,music,Free,52.0,16
SMA N 28 Jakarta,23:58,Kacung,Kacung@google.com,8147550137,1998-01-13,xiaomi,science,Goes to School,25.0,0
SMA N 27 Jakarta,07:08,Gangsa,Gangsa@google.com,8708703424,1985-07-02,xiaomi,sport,Goes to School,37.0,7
Foresthree Coffee,11:48,Niyaga,Niyaga@google.com,8008676566,1974-05-13,xiaomi,tech,Social,49.0,12
Grand Metropolitan Mall,11:06,Balamantri,Balamantri@google.com,8214161932,1995-09-20,oppo,music,Free,27.0,11
Tang City Mall,08:44,Kurnia,Kurnia@google.com,8639937800,1993-04-24,apple,sport,Free,30.0,9
Stuja Coffee,14:13,Kenari,Kenari@google.com,8104384478,1979-11-02,apple,games,Social,43.0,14
Jogja City Mall,18:13,Adinata,Adinata@google.com,8035929339,1993-02-02,vivo,cooking,Free,30.0,18
Foresthree Coffee,12:55,Luis,Luis@google.com,8453823872,1985-06-10,apple,tech,Social,38.0,13
Coffee Toffee,02:15,Marsudi,Marsudi@google.com,8803435826,2002-11-14,xiaomi,games,Social,20.0,2
Coffee Toffee,14:25,Gangsa,Gangsa@google.com,8619144895,1993-05-05,apple,music,Social,30.0,14
SMA N 47 Jakarta,15:54,Sidiq,Sidiq@google.com,8408455467,1963-08-27,vivo,beauty,Goes to School,59.0,16
SMA N 28 Jakarta,08:18,Nurul,Nurul@google.com,8435532849,2004-01-22,vivo,beauty,Goes to School,19.0,8
SMA N 28 Jakarta,17:30,Cemplunk,Cemplunk@google.com,8911339157,2002-04-26,apple,tech,Goes to School,21.0,18
SMA N 28 Jakarta,15:15,Gasti,Gasti@google.com,8467217953,1997-03-23,xiaomi,music,Goes to School,26.0,15
Stuja Coffee,14:02,Jarwa,Jarwa@google.com,8632172259,1969-07-22,vivo,entertainment,Social,53.0,14
SMA N 28 Jakarta,18:06,Karsa,Karsa@google.com,8820082371,2005-08-14,oppo,music,Goes to School,17.0,18
SMA N 47 Jakarta,10:52,Janet,Janet@google.com,8186766787,2003-08-13,vivo,science,Goes to School,19.0,11
Tang City Mall,22:45,Balidin,Balidin@google.com,8694838765,2003-09-30,xiaomi,art,Free,19.0,23
Grand Metropolitan Mall,05:23,Daliono,Daliono@google.com,8807489016,1967-06-26,samsung,beauty,Free,55.0,5
SMA N 47 Jakarta,09:05,Taswir,Taswir@google.com,8337236052,1991-06-19,samsung,cooking,Goes to School,31.0,9
SMA N 28 Jakarta,10:15,Jumari,Jumari@google.com,8473413955,1970-10-22,oppo,games,Goes to School,52.0,10
SMA N 27 Jakarta,12:12,Wardi,Wardi@google.com,8877549456,2003-02-08,apple,beauty,Goes to School,20.0,12
Foresthree Coffee,13:06,Taufan,Taufan@google.com,8984193589,2000-07-26,oppo,games,Social,22.0,13
Stuja Coffee,01:41,Bakiman,Bakiman@google.com,8424118519,1999-12-15,xiaomi,science,Social,23.0,2
Foresthree Coffee,11:54,Asmianto,Asmianto@google.com,8611265981,1962-01-28,oppo,science,Social,61.0,12
SMA N 27 Jakarta,07:01,Farhunnisa,Farhunnisa@google.com,8157899893,2001-02-19,samsung,tech,Goes to School,22.0,7
SMA N 27 Jakarta,17:56,Bagus,Bagus@google.com,8947621490,1996-09-18,apple,cooking,Goes to School,26.0,18
SMA N 28 Jakarta,07:13,Eluh,Eluh@google.com,8875014824,1990-12-31,samsung,cooking,Goes to School,32.0,7
SMA N 27 Jakarta,08:55,Gangsar,Gangsar@google.com,8766145836,1986-12-12,oppo,science,Goes to School,36.0,9
Jogja City Mall,09:36,Among,Among@google.com,8549954393,1964-12-16,apple,tech,Free,58.0,10
SMA N 47 Jakarta,14:52,Tami,Tami@google.com,8151717661,1987-10-20,vivo,tech,Goes to School,35.0,15
SMA N 28 Jakarta,03:58,Olivia,Olivia@google.com,8570813512,1989-12-28,samsung,beauty,Goes to School,33.0,4
Foresthree Coffee,05:17,Kasusra,Kasusra@google.com,8192847412,1976-05-25,xiaomi,art,Social,47.0,5
Stuja Coffee,20:56,Karsana,Karsana@google.com,8005076588,1990-03-20,apple,cooking,Social,33.0,21
SMA N 47 Jakarta,20:44,Yuni,Yuni@google.com,8782695808,1996-07-25,samsung,tech,Goes to School,26.0,21
Foresthree Coffee,10:42,Enteng,Enteng@google.com,8755062919,1981-08-03,oppo,music,Social,41.0,11
SMA N 28 Jakarta,16:57,Ajimat,Ajimat@google.com,8267787931,2004-11-09,vivo,tech,Goes to School,18.0,17
Grand Metropolitan Mall,06:06,Timbul,Timbul@google.com,8550474351,1992-03-12,oppo,art,Free,31.0,6
SMA N 28 Jakarta,06:32,Bagas,Bagas@google.com,8181618532,1997-11-07,apple,games,Goes to School,25.0,7
Jogja City Mall,06:53,Arta,Arta@google.com,8146594183,1980-07-05,oppo,music,Free,42.0,7
Foresthree Coffee,04:32,Aslijan,Aslijan@google.com,8476252151,1993-08-03,samsung,art,Social,29.0,5
Coffee Toffee,13:50,Siti,Siti@google.com,8107038639,1969-01-17,apple,entertainment,Social,54.0,14
Tang City Mall,05:21,Gamblang,Gamblang@google.com,8233490146,2002-06-05,samsung,music,Free,21.0,5
Stuja Coffee,02:12,Sidiq,Sidiq@google.com,8470592571,1987-01-29,oppo,science,Social,36.0,2
Coffee Toffee,00:14,Martaka,Martaka@google.com,8025410138,1997-07-25,oppo,music,Social,25.0,0
SMA N 27 Jakarta,17:34,Olivia,Olivia@google.com,8228067988,1995-04-20,apple,science,Goes to School,28.0,18
Tang City Mall,16:34,Nyoman,Nyoman@google.com,8335298021,2005-08-20,apple,art,Free,17.0,17
SMA N 47 Jakarta,17:10,Zelda,Zelda@google.com,8800162802,1997-02-10,xiaomi,entertainment,Goes to School,26.0,17
Stuja Coffee,14:07,Maryadi,Maryadi@google.com,8312556838,1971-02-19,apple,art,Social,52.0,14
Grand Metropolitan Mall,03:20,Mulyanto,Mulyanto@google.com,8861067038,1995-12-02,samsung,art,Free,27.0,3
SMA N 47 Jakarta,09:33,Kacung,Kacung@google.com,8963404923,1991-12-23,samsung,beauty,Goes to School,31.0,10
Stuja Coffee,21:17,Garan,Garan@google.com,8416099147,1992-01-05,vivo,cooking,Social,31.0,21
Stuja Coffee,22:23,Maida,Maida@google.com,8416178224,1970-05-10,vivo,games,Social,53.0,22
SMA N 47 Jakarta,22:46,Harto,Harto@google.com,8303237875,1983-11-14,vivo,science,Goes to School,39.0,23
Tang City Mall,16:30,Jasmani,Jasmani@google.com,8644514048,1963-10-14,xiaomi,beauty,Free,59.0,16
Tang City Mall,19:22,Oliva,Oliva@google.com,8012604023,2006-04-09,oppo,games,Free,17.0,19
Jogja City Mall,00:30,Irsad,Irsad@google.com,8478109388,2001-03-16,oppo,sport,Free,22.0,0
SMA N 27 Jakarta,02:29,Muni,Muni@google.com,8262502210,1972-01-27,vivo,sport,Goes to School,51.0,2
Coffee Toffee,07:50,Bakti,Bakti@google.com,8078207786,1977-07-16,apple,games,Social,45.0,8
SMA N 28 Jakarta,15:21,Viktor,Viktor@google.com,8072479305,1973-01-28,xiaomi,games,Goes to School,50.0,15
Coffee Toffee,17:40,Elvina,Elvina@google.com,8785121493,1977-03-29,apple,beauty,Social,46.0,18
SMA N 28 Jakarta,17:47,Manah,Manah@google.com,8118436619,1974-12-06,xiaomi,entertainment,Goes to School,48.0,18
SMA N 27 Jakarta,16:00,Dewi,Dewi@google.com,8369432302,1988-04-24,apple,games,Goes to School,35.0,16
SMA N 27 Jakarta,00:19,Danang,Danang@google.com,8575474352,1990-01-20,vivo,entertainment,Goes to School,33.0,0
Tang City Mall,00:29,Ajeng,Ajeng@google.com,8918849218,1972-09-07,apple,cooking,Free,50.0,0
Jogja City Mall,09:31,Nurul,Nurul@google.com,8879651564,1962-03-03,apple,entertainment,Free,61.0,10
Stuja Coffee,16:45,Prayitna,Prayitna@google.com,8243020366,2003-05-25,oppo,art,Social,20.0,17
Grand Metropolitan Mall,19:06,Ihsan,Ihsan@google.com,8343554559,1968-03-20,oppo,entertainment,Free,55.0,19
Grand Metropolitan Mall,22:10,Rahayu,Rahayu@google.com,8224990652,1987-04-21,xiaomi,sport,Free,36.0,22
Jogja City Mall,09:14,Galih,Galih@google.com,8619334836,1980-10-06,apple,beauty,Free,42.0,9
